NAME	FMISID	LPNN	WMO	LATITUDE	LONGITUDE	ELEVATION	GROUPS	STARTYEAR	ENDYEAR
Saloinen Saloistenkylä	105910			64.65	24.43		Precipitation	1939	1945
Saltvik Kvarnbo	106126			60.28	20.05		Precipitation	1926	1948
Saltvik Kvarnbo	100913	7		60.28	20.05	10	Precipitation	1926	1999
Sammatti Kirkonkylä	105933			60.32	23.8		Precipitation	1942	1949
Sauvo Koorila	105875			60.35	22.73		Precipitation	1942	1958
Sauvo Osmalahti	103811	122		60.35	22.58	17	Precipitation	1909	1941
Savitaipale	105480			61.2	27.68		Precipitation	1937	1966
Savitaipale Kirkonkylä	105939			61.2	27.68		Precipitation	1942	1950
Savitaipale Kirkonkylä Raitola	106018			61.2	27.68		Precipitation	1943	1945
Savitaipale Peltoinlahti	101228	1609		61.2	27.68	81	Precipitation	1937	1993
Savonlinna	105929			61.87	28.85		Precipitation	1924	1926
Savonlinna airport	101430	2710	2948	61.95	28.93	93	Weather	1974	
Savonlinna Haapasalmi	106418			61.87	28.89	79	Air quality (urban)	2016	
Savonlinna Juvola	101432	2712		62.08	28.78	90	Precipitation	1986	1996
Savonlinna Lataatsilta	101440	2720		61.87	28.83		Precipitation	1900	1965
Savonlinna Laukansaari	101423	2702		61.8	28.85	94	Precipitation	1942	
Savonlinna Olavinkatu	104045			61.87	28.88	79	Air quality (urban)	2004	
Savonlinna Punkaharju Laukansaari	101441	2801	2778	61.8	29.32	78	Weather	1905	
Savonlinna Ruunavuori	101434	2714	2730	61.84	28.84	155	Weather	1990	2010
Savonlinna Savonranta	101448	2808		62.17	29.28	90	Precipitation	1908	
Savonlinna Sääminki Niittylahti	101439			61.97	28.85		Precipitation	1936	1965
Savonranta Leivonmäki	101447	2807		62.32	29.09	107	Precipitation	1941	2006
Savonranta Vihtari	101457	2817		62.18	29.38		Precipitation	1900	1965
Savonranta Vihtari	105755			62.33	29.08		Precipitation	1939	1941
Savonranta Vuokala	106017			62.17	29.2		Precipitation	1942	1945
Savukoski Ainijärvi	102013	8804		67.77	29.45	273	Precipitation	1992	2009
Savukoski Kemihaara RJV	102011	8802		67.97	29	230	Precipitation	1960	1992
Savukoski Martinkylä	106180			67.47	28.52		Precipitation	1935	1940
Savukoski parish	101952	7702	2815	67.29	28.18	180	Precipitation;Weather	1963	
Savukoski Tanhua	101946	7603		67.37	27.71		Precipitation	1967	1976
Savukoski Värriö	105551			67.47	28		Precipitation	1939	1965
Savukoski Värriö	101957	7707		67.47	27.99	220	Precipitation	1939	2010
Sea of Bothnia wavebuoy	134246			61.8	20.23	0	Buoy	2011	
Seinäjoki	106133			62.78	22.85		Precipitation	1926	1930
Seinäjoki keskusta	101490	3105		62.78	22.81	87	Precipitation	1926	1997
Seinäjoki Pelmaa	101486	3101	2833	62.94	22.49	26	Weather	1927	
Seinäjoki Vapaudentie	104268			62.79	22.83	46	Air quality (urban)	1993	2011
Seinäjoki Vapaudentie 6a	103110			62.78	22.84	20	Air quality (urban)	2011	
Sievi asema	101681	4306		63.98	24.28	79	Precipitation	1908	1986
Sievi Vanhakirkko	106330			63.95	24.37		Precipitation	1942	1943
Siikainen Haapakoski	105473			61.8	21.92		Precipitation	1942	1966
Siikainen Sammi	106049			61.9	22.02		Precipitation	1923	1944
Siikajoki Kirkonkylä	106257			64.83	24.77		Precipitation	1922	1955
Siikajoki Ruukki	101787	5402	2803	64.68	25.09	48	Weather	1904	
Siikalatva Kestilä	101717	4509		64.36	26.3	91	Precipitation	1908	
Siilinjärvi Kuopio airport	101570	3601	2917	63.01	27.8	96	Weather	1945	
Siilinjärvi Murtomäki	106629			63.14	27.7	123	Air quality (urban)	2017	
Siilinjärvi Tarinaharju	105949			63.07	27.65		Precipitation	1925	1944
Siilinjärvi Vuorela	104044			62.98	27.69	98	Air quality (urban)	2008	2009
Simo	105511			65.65	24.9		Precipitation	1924	1930
Simo Maksniemi	105587			65.67	24.77		Precipitation	1942	1966
Simo Maksniemi	101845	6306		65.68	24.78	7	Precipitation	1976	2009
Simo Simoniemi	101841	6302		65.65	24.9	5	Precipitation	1929	2008
Sipoo Eestiluoto	101029	423	2930	60.12	25.22	13	Weather	2008	
Sipoo Hindsby	105930			60.33	25.23		Precipitation	1924	1962
Sipoo Itätoukki	105392	425		60.1	25.19	5	Weather	2017	
Sipoo Löparö	104309			60.24	25.44	10	Air quality (urban)	1987	2000
Sipoo Löparö 2	103999			60.24	25.44	10	Air quality (urban)	2000	2011
Sipoo Martinkylä	101019	412		60.4	25.23		Precipitation	1968	1996
Sipoo Nikkilä	106421			60.39	25.28	20	Air quality (urban)	2016	2016
Sipoo Norrkullalandet	105718			60.23	25.33		Precipitation	1942	1953
Sipoo Talma	101020	413		60.4	25.18	43	Precipitation	1968	1979
Sippola Kaipiainen	106055			60.9	27.13		Precipitation	1942	1947
Sippola Savero	105734			60.83	26.98		Precipitation	1942	1951
Sippola Sippolankylä	106020			60.75	27.03		Precipitation	1942	1950
Sippola Viiala Kuusisto	105617			60.75	26.78		Precipitation	1939	1954
Sippola Viiala Lepistö	105923			60.8	26.85		Precipitation	1942	1966
Siuntio Bollstad	106082			60.15	24.22		Precipitation	1922	1945
Siuntio Böle	106076			60.1	24.3		Precipitation	1942	1945
Siuntio Fall Söderkulla	100990	324		60.12	24.23		Precipitation	1976	1997
Siuntio kk	100983	316		60.17	24.21		Precipitation	1971	1972
Siuntio kk	100988	322		60.18	24.2		Precipitation	1972	1985
Siuntio Sjundby	105302	321		60.14	24.26	26	Precipitation	1995	
Snappertuna	105438			60	23.63		Precipitation	1942	1949
Soanlahti Sammalvaara	106168			62.18	30.85		Precipitation	1930	1939
Sodankylä AWS	101941	7510	2826	67.37	26.63	179	Weather	2001	2008
Sodankylä Lisma-Aapa	101934	7503	5226	67.25	26.58	210	Weather	1970	1998
Sodankylä Lisma-Aapa Juppura	101938	7507		67.27	26.53	220	Precipitation	1967	1996
Sodankylä Lisma-Aapa kansakoulu	101937	7506		67.25	26.55	210	Precipitation	1961	1981
Sodankylä Lokka	102000	8601	2719	67.82	27.75	240	Weather	1958	
Sodankylä Luosto	101939	7508	2840	67.14	26.9	532	Radar	2000	
Sodankylä Madetkoski	101997	8501		67.8	26.78	210	Precipitation	1969	1980
Sodankylä Madetkoski	101998	8502		67.93	26.77	231	Precipitation	1981	2008
Sodankylä Raudanjoki	101943	7512		67	26.31		Precipitation	1900	1965
Sodankylä Raudanjoki	101936	7505		67.02	26.43	190	Precipitation	1982	1987
Sodankylä Tähtelä	101932	7501	2836	67.37	26.63	179	Weather;Sounding;Air quality	1891	
Sodankylä Vuotso	102001	8602	2816	68.08	27.19	248	Weather	1958	
Sodankylä Vuotso virastotalo	102003	8604		68.1	27.12	246	Precipitation	1934	2003
Soini Kirkonkylä	106217			62.88	24.07		Precipitation	1931	1946
Soini Kivijärvi	105886			62.78	26.4		Precipitation	1942	1950
Somerniemi Keltiäinen	106066			60.58	23.78		Precipitation	1942	1949
Somero Hirsjärvi	101119	1216	5482	60.58	23.7	86	Weather	1984	1997
Somero Joensuu	101109	1206		60.63	23.51	87	Precipitation	1908	2004
Somero Salkola	101128	1227	2949	60.65	23.81	142	Weather	2010	
Somero Suojoki	101107	1204		60.52	23.68	83	Precipitation	1968	2008
Sonkajärvi Aittokoski	101740	4616		63.7	27.42	107	Precipitation	1995	2008
Sonkajärvi Aittokoski	101738	4614		63.7	27.43		Weather	1987	1989
Sonkajärvi Jyrkkä	101732	4608		63.78	27.8	153	Precipitation	1968	2002
Sonkajärvi Kirkonkylä	106004			63.67	27.52		Precipitation	1922	1944
Sonkajärvi kk	101729	4605		63.7	27.4	100	Precipitation	1956	1995
Sonkajärvi Rutakko	101728	4604		63.65	27.53	115	Precipitation	1953	1986
Sonkajärvi Sonkajärvi	106401			60.7	27.42		Precipitation	1934	1936
Sonkajärvi Sukeva	101733	4609		63.88	27.44	100	Precipitation	1969	2005
Sortavala Kuokkaniemi	106079			61.65	30.35		Precipitation	1942	1945
Sortavala Lahdenkylä	106306			61.72	30.7		Precipitation	1942	1943
Sotkamo Kirkonkylä	105821			64.13	28.42		Precipitation	1942	1944
Sotkamo Kuolaniemi	101756	4714	2739	64.11	28.34	161	Weather	1989	
Sotkamo Laakajärvi	101758	4716		63.8	28.23	227	Precipitation	2003	2005
Sotkamo Nuas	101759			64.27	28.07		Precipitation	1934	1965
Sotkamo Parkua	101737	4613		64.08	27.95	307	Precipitation	1980	1996
Sotkamo Saviaho	105529			63.95	28.92		Precipitation	1942	1966
Sotkamo Saviaho	101745	4703		63.96	28.43	153	Precipitation	1942	2016
Sotkamo Siikaniemi	106080			64.13	28.8		Precipitation	1922	1933
Sotkamo Tipasoja Saukko	101755	4713		63.92	28.7	220	Precipitation	1978	1998
Sotkamo Vihtamojärvi	101747	4705		64.2	28.33	170	Precipitation	1933	2008
Sotkamo Ylisotkamo	101746	4704		64.13	28.55	152	Precipitation	1933	1993
Suistamo Leppäsyrjä	105927			61.87	31.33		Precipitation	1933	1937
Suistamo Suistamonkylä	105491			61.92	31.13		Precipitation	1942	1945
Sulkava Halttula	101425	2704		61.92	28.32	110	Precipitation	1933	
Sulkava Iitlahti	105506			61.8	28.45		Precipitation	1935	1937
Sulkava Kaipola	101424	2703		61.82	28.43	85	Precipitation	1947	2008
Sumiainen Saarikas	105941			62.6	26.03		Precipitation	1923	1966
Sund Tranvik	105751			60.2	20.13		Precipitation	1942	1966
Suodenniemi	106389			61.57	22.77		Precipitation	1933	1945
Suojärvi	106322			62.23	32.42		Precipitation	1926	1927
Suojärvi Ignoila	105818			61.92	32.57		Precipitation	1931	1940
Suojärvi Kaitajärvi	105877			62.32	32.62		Precipitation	1931	1940
Suojärvi Kivijärvi	106099			62.17	31.97		Precipitation	1936	1937
Suojärvi Korpijärvi	105609			61.87	31.87		Precipitation	1931	1940
Suojärvi Leppäniemi	106371			62.2	32.47		Precipitation	1931	1934
Suojärvi Suvilahti	105727			62.08	32.37		Precipitation	1931	1940
Suojärvi Varpakylä	105698			62.25	32.37		Precipitation	1942	1945
Suolahti	104327			62.57	25.85	101	Air quality (urban)	1986	2003
Suomenniemi Kirkonkylä	106097			61.32	27.47		Precipitation	1945	1948
Suomenniemi Kirkonkylä	105800			61.33	27.42		Precipitation	1950	1958
Suomenniemi Luotolahti	101236	1617		61.32	27.56		Precipitation	1908	1965
Suomenniemi Punkankylä	101230	1611		61.35	27.48	100	Precipitation	1948	1995
Suomenniemi Saramäki	106359			61.4	27.42		Precipitation	1926	1933
Suomusjärvi Arpalahti	105527			60.32	23.65		Precipitation	1922	1941
Suomusjärvi Laperla	106286			60.38	23.57		Precipitation	1942	1943
Suomussalmi Aittokoski	101821	5706		64.83	28.85		Precipitation	1968	1976
Suomussalmi Alanäljänkä	106024			65.07	28.38		Precipitation	1942	1945
Suomussalmi Alavuokki	101838	5807		64.88	29.53		Precipitation	1968	1978
Suomussalmi Haapovaara	101837	5806		65.27	29.01	289	Precipitation	1968	2013
Suomussalmi Hossa	105952			65.47	29.57		Precipitation	1934	1938
Suomussalmi Hulkonniemi	101816	5701		64.92	28.95	201	Weather	1960	1970
Suomussalmi Juntusranta	105584			65.22	29.47		Precipitation	1934	1940
Suomussalmi Kuivajärvi	104014			64.64	30.07	248	Air quality (urban)	1999	2007
Suomussalmi Näljänkä	101822	5707		65.24	28.45	251	Precipitation	1970	
Suomussalmi Pesiö	101826	5711	2889	64.93	28.75	222	Precipitation;Weather	1981	
Suomussalmi Pesiö	106338			64.95	28.62		Precipitation	1942	1944
Suomussalmi Piispajärvi Selkoskylä	101834	5803		65.37	29.22	250	Precipitation	1967	2008
Suomussalmi Raate	105706			64.82	29.68		Precipitation	1935	1938
Suomussalmi Raate	105616			64.82	29.7		Precipitation	1934	1935
Suomussalmi Ruhtinansalmi	101836	5805		65.22	29.51	205	Precipitation	1968	1996
Suomussalmi Ylivuokki	101833	5802		64.72	29.68	200	Precipitation	1943	1995
Suomussalmi Ämmänsaari	101824	5709		64.88	28.91	191	Precipitation	1976	2008
Suonenjoki	105650			62.6	27.17		Precipitation	1942	1962
Suonenjoki	105849			62.63	27.12		Precipitation	1924	1926
Suonenjoki Iisvesi	101578	3609		62.66	27.05	103	Precipitation	1978	
Suonenjoki Iisvesi	101576	3607		62.67	27.01	100	Precipitation	1968	1978
Suonenjoki Jauhomäki	106251			62.57	27.05		Precipitation	1936	1937
Suonenjoki kpla	101574	3605		62.6	27.2	120	Precipitation	1942	1976
Suonenjoki Lempyy	105957			62.65	27.37		Precipitation	1936	1943
Suonenjoki Sairaalakatu	106425			62.63	27.12	101	Air quality (urban)	2016	
Suonenjoki Sydänmaa	105502			62.68	27.28		Precipitation	1928	1951
Sysmä Joutsjärvi	101342	2404		61.51	25.81	91	Precipitation	1947	
Sysmä Kirkonkylä	106326			61.52	25.68		Precipitation	1937	1938
Sysmä Nuoramoinen	106220			61.42	25.85		Precipitation	1936	1938
Sysmä Onkiniemi	105606			61.42	26.03		Precipitation	1942	1953
Sysmä Saari	106096			61.47	25.5		Precipitation	1942	1946
Sysmä Suurkylä	105944			61.47	25.67		Precipitation	1942	1947
Sysmä Taipale	105501			61.58	25.82		Precipitation	1923	1931
Sysmä Valittula	101356	2418		61.53	25.86	85	Precipitation	1971	1972
Säkkijärvi Jokikylä	105931			60.55	28.13		Precipitation	1936	1938
Säkkijärvi Muhulahti	105716			60.6	28.27		Precipitation	1939	1940
Säkylä Huovinrinne	101095	1132		61.03	22.46		Precipitation	1975	1980
Säkylä Isokylä	106121			61.08	22.32		Precipitation	1942	1944
Säkylä Pyhäjoki	101091	1127		61	22.38	48	Weather	1971	1975
Säkylä Sydänmaa	105730			60.97	22.5		Precipitation	1923	1966
Säräisniemi	106380			64.45	26.58		Precipitation	1922	1924
Säräisniemi Kirkonkylä	105756			64.45	26.73		Precipitation	1934	1944
Säräisniemi Oterma	105492			64.68	27.05		Precipitation	1938	1954
Säräisniemi Pelso Honkisaari	106201			64.5	26.47		Precipitation	1943	1945
Säräisniemi Pelso Lintukumpu	105535			64.52	26.47		Precipitation	1943	1950
Säräisniemi Pelso Pallonperä	105991			64.52	26.45		Precipitation	1943	1948
Säräisniemi Vaala	105541			64.55	27.2		Precipitation	1926	1929
Säräisniemi Veneheitto	106323			64.43	26.55		Precipitation	1930	1932
Säyneinen Viitaniemi	105943			63.13	28.48		Precipitation	1923	1951
Sääksmäki Ritvala	105825			61.2	24.17		Precipitation	1942	1945
Sääksmäki Terissaari	106073			61.2	24.05		Precipitation	1924	1925
Sääminki Juvola	106106			62.08	28.75		Precipitation	1942	1945
Sääminki Kallislahti	105593			61.9	28.58		Precipitation	1942	1966
Sääminki Laitaatsilta	106198			61.87	28.83		Precipitation	1927	1936
Sääminki Laukansaari	105569			61.8	28.85		Precipitation	1942	1966
Sääminki Likaistenlahti	106278			61.62	28.97		Precipitation	1929	1934
Sääminki Saukonsaari	105542			61.67	28.97		Precipitation	1942	1958
Taipalsaari Kirkonkylä	105870			61.17	28.03		Precipitation	1929	1947
Taipalsaari Kyläniemi	101245	1709	2728	61.31	28.18	86	Weather	1980	2011
Taipalsaari Kylänniemi	105533			61.3	28.18		Precipitation	1943	1963
Taipalsaari Reinikkala	106154			61.2	27.95		Precipitation	1945	1946
Taipalsaari Vainikkala	105607			61.17	28.1		Precipitation	1942	1945
Taivalkoski	106392			65.67	28.35		Precipitation	1933	1934
Taivalkoski Inkee	101882	6704		65.73	28.56	247	Precipitation	1968	
Taivalkoski Jokijärvi	105761			65.48	28.82		Precipitation	1939	1944
Taivalkoski kk	101879	6701	5147	65.58	28.25	209	Weather	1948	2003
Taivalkoski Mustavaara	101884	6706		65.8	28.05	277	Weather	1975	1984
Taivalkoski parish	101885	6707	2804	65.57	28.22	197	Weather	2002	
Taivalkoski Taivalkoskenkylä	106148			65.62	28.15		Precipitation	1942	1949
Taivassalo Karhula	105717			60.57	21.63		Precipitation	1942	1946
Tammela Mustiala	101106	1203		60.82	23.76	110	Weather	1948	1989
Tammela Porras	101126	1224		60.7	23.8		Precipitation	1900	1965
Tammela Ruokojoki	106077			60.82	23.75		Precipitation	1942	1952
Tammela Torajärvi	105519			60.92	23.9		Precipitation	1942	1954
Tammisaari Bromarv Vättlax	100937	106		59.93	22.93	11	Precipitation	1923	2008
Tammisaari Tenhola	100957	207		60.05	23.29	35	Precipitation	1973	2000
Tammisaari Österby	105937			60	23.42		Precipitation	1942	1958
Tampere Epila 2	103096			61.51	23.68	100	Air quality (urban)	2009	
Tampere Haga	106184			61.5	23.65		Precipitation	1938	1941
Tampere Hatanpää	101123	1221	5744	61.49	23.77	83	Weather	1992	2006
Tampere Härmälä	101124	1222	2763	61.47	23.75	84	Weather	1997	
Tampere Härmälä	101105	1202	5074	61.47	23.75	85	Weather	1948	1999
Tampere Kaleva	103097			61.5	23.8	20	Air quality (urban)	2009	
Tampere Koivistonkylä	101117	1214		61.47	23.8	100	Precipitation	1969	1976
Tampere Koskikatu	104001			61.5	23.76	90	Air quality (urban)	2000	2011
Tampere kpki	101307	2215		61.5	23.71	99	Precipitation	1883	1970
Tampere Lielahti, Isoniemenkatu	104283			61.53	23.69	100	Air quality (urban)	1992	2005
Tampere Linja-autoasema	103098			61.49	23.77	80	Air quality (urban)	2008	
Tampere Linnainmaa	104003			61.49	23.88	100	Air quality (urban)	2001	2004
Tampere Lintulampi	104034			61.52	23.67	112	Air quality (urban)	2005	2006
Tampere Messukylä	105919			61.47	23.77		Precipitation	1945	1966
Tampere Messukylä	104297			61.48	23.85	105	Air quality (urban)	1993	1996
Tampere Niemi	104040			61.52	23.69	98	Air quality (urban)	2006	2009
Tampere Pirkankatu	103099			61.5	23.74	120	Air quality (urban)	2003	
Tampere Raatihuone	104285			61.5	23.76	90	Air quality (urban)	1992	2003
Tampere Santalahti	104107			61.51	23.72	99	Air quality (urban)	2006	2009
Tampere Siilinkari	101311	2219	2943	61.52	23.75	96	Weather	1989	
Tampere Tampella	151049	2223	2744	61.5	23.76	91	Weather	2012	
Tampere Veisu	104027			61.47	23.8	83	Air quality (urban)	2004	2006
Tampere, keskustori	104228			61.5	23.76	90	Air quality (urban)	1981	2000
Tankar/Öja	101654	4102		63.95	22.85	8	Weather	1889	1977
Tarvasjoki Eura	101069	1105		60.57	22.76	70	Precipitation	1917	1986
Tarvasjoki Liedonperä	101090	1126		60.6	22.64	57	Precipitation	1971	2005
Teerijärvi Kirkonkylä	105762			63.55	23.5		Precipitation	1942	1946
Teisko Kovero	105936			61.68	23.87		Precipitation	1946	1947
Teisko Saarlahti	105656			61.77	23.92		Precipitation	1930	1958
Teisko Uskali	106247			61.62	23.63		Precipitation	1942	1946
Temmes	105611			64.65	25.6		Precipitation	1922	1934
Tenhola Bergby	106036			60.05	23.15		Precipitation	1951	1966
Tenhola Harparskog	105517			59.93	23.32		Precipitation	1957	1961
Tenhola Högböle	105724			60.02	23.17		Precipitation	1935	1961
Terijoki Kuokkala	106324			60.17	29.87		Precipitation	1931	1936
Terijoki Puhtula	106008			60.25	29.7		Precipitation	1943	1945
Tervo Ruokolahti	105744			62.92	26.87		Precipitation	1945	1956
Tervola	106039			66.17	25.03		Precipitation	1924	1930
Tervola Kätkävaara	101848	6309		66.23	24.81	95	Precipitation	1993	2002
Teuva Kauppilankylä	101262	2008		62.49	21.76	60	Precipitation	1960	
Teuva kk	101261	2007		62.47	21.75		Precipitation	1909	1970
Tohmajärvi Kemie	101459	2902	2832	62.24	30.35	90	Weather	1926	
Tohmajärvi Onkamo	106405			62.37	30.1		Precipitation	1942	1943
Toholampi Alakylä	105484			63.85	24.17		Precipitation	1924	1935
Toholampi Kaattari	105713			63.78	24.18		Precipitation	1942	1944
Toholampi Laitala	101689	4314	2737	63.82	24.16	84	Weather	1988	
Toholampi Oravala	101679	4304		63.77	24.28	85	Precipitation	1926	
Toijala Pätsiniemi	105887			61.33	23.85		Precipitation	1946	1954
Toijala Satama	101114	1211		61.18	23.93	80	Precipitation	1957	1998
Toivakka kk	101386	2521		62.1	26.06	110	Precipitation	1916	1996
Tornio Aapajärvi	101850	6311		66.07	24.14	63	Precipitation	2002	2017
Tornio Könölä	101844	6305		65.97	24.46	43	Precipitation	1971	1993
Tornio Liakka	101847	6308	2740	65.89	24.27	8	Weather	1992	2008
Tornio Torppi	101851	6312	2880	65.85	24.17	8	Weather	2008	
Tottijärvi Pohjanloukko	105804			61.4	23.37		Precipitation	1937	1947
Turku airport	101065	1101	2972	60.52	22.28	45	Weather	1955	
Turku Aninkaistenkatu	104287			60.45	22.27	6	Air quality (urban)	1991	2002
Turku Aninkaistensilta	104363			60.46	22.27	9	Air quality (urban)	1997	2004
Turku Artukainen	100949	118	2773	60.45	22.18	8	Weather	2003	
Turku Hirvensalo	105824			60.42	22.23		Precipitation	1944	1966
Turku Hämeenkatu	104307			60.45	22.29	18	Air quality (urban)	1994	1995
Turku Kaarninko	100940	109		60.43	22.28	30	Precipitation	1952	1996
Turku Kauppatori	100862			60.45	22.27	5	Air quality (urban)	1981	2018
Turku Kauppatori väliaikainen	106797			60.45	22.27	6	Air quality (urban)	2018	
Turku Korppolaismäki	104323			60.43	22.24	30	Air quality (urban)	1995	1995
Turku Kupittaa	100948	117	5792	60.45	22.28	57	Weather	1989	2003
Turku Oriketo	100842			60.48	22.31	25	Air quality (urban)	2008	
Turku Puistokatu	104324			60.45	22.25	9	Air quality (urban)	1996	1997
Turku Rajakari	100947	116	2747	60.38	22.1	3	Weather	1991	
Turku Ruissalo	100941	110		60.43	22.18	4	Precipitation	1971	1990
Turku Ruissalo Kallanpää	104226			60.43	22.13	15	Air quality (urban)	1989	1998
Turku Ruissalo Saaronniemi	134225			60.43	22.1	0	Mareograph	1922	
Turku Ruissalo Saarontie	100845			60.43	22.1	6	Air quality (urban)	1999	
Turku Uudenmaantie	104336			60.44	22.29	20	Air quality (urban)	1998	1999
Turku Varissuo	104325			60.44	22.36	35	Air quality (urban)	1995	1996
Turtola Alpasjärvi	105567			66.57	24.23		Precipitation	1936	1960
Turtola Pello	106132			66.8	24		Precipitation	1942	1945
Tuulos Sydänmaa	105839			61.12	24.88		Precipitation	1942	1945
Tuulos Teuro	101144	1316		61.08	24.83	122	Precipitation	1946	2008
Tuupovaara Konnunniemi	106202			62.52	30.62		Precipitation	1930	1937
Tuusniemi	106274			62.85	28.47		Precipitation	1939	1966
Tuusniemi Kosula	106218			62.65	28.48		Precipitation	1926	1954
Tuusula	106003			60.4	25.02		Precipitation	1942	1943
Tuusula (Järvenpääntie)	104110			60.4	25.02	20	Air quality (urban)	2009	2010
Tuusula Hyrylä	101015	407		60.42	25.03	45	Weather	1946	1991
Tuusula Ruotsinkylä	101013	405	5474	60.37	24.98	49	Weather	1925	1999
Tuusula Ruotsinkylä Lehtola	100985	318		60.37	24.98		Precipitation	1968	1982
Tyrnävä Leppioja	101793	5408	5146	64.8	25.58	9	Weather	1990	2005
Tyrvää	106378			61.33	22.77		Precipitation	1926	1927
Tyrvää Sammaljoki	106209			61.23	23.12		Precipitation	1942	1943
Tyrvää Varila	106236			61.33	22.92		Precipitation	1942	1944
Töysä Tuuri	105684			62.62	23.75		Precipitation	1922	1966
Ullava Kirkonkylä Videnoja	106178			63.7	23.88		Precipitation	1942	1955
Ullava Rahkonen	105882			63.62	24.03		Precipitation	1937	1952
Urjala Huhdinkylä	105513			61.07	23.63		Precipitation	1922	1935
Urjala Laukeela	106157			61.08	23.52		Precipitation	1943	1946
Urjala Uusi-Salmi	105448			61.08	23.65		Precipitation	1950	1966
Uskela Hakostaro	106179			60.37	23.13		Precipitation	1932	1935
Uskela Isokylä	105440			60.4	23.12		Precipitation	1928	1966
Uskela Salonkylä	105872			60.35	23.08		Precipitation	1952	1966
Utajärvi Korkiakangas	101872	6513	2870	64.77	26.32	118	Radar	1997	
Utajärvi Naamankylä	105975			64.7	26.83		Precipitation	1939	1954
Utajärvi Sariniemi	105454			64.75	26.42		Precipitation	1942	1943
Utajärvi Sotkajärvi	103929	5501		64.79	26.26	75	Precipitation	1909	1916
Utajärvi Särkijärvi	101809	5604		64.93	27.19	132	Precipitation	1916	
Utajärvi Utajärvenkylä	106021			64.75	26.4		Precipitation	1945	1959
Utajärvi Vaala	106406			64.55	26.82		Precipitation	1945	1946
Utajärvi Vaala	103930	5509		64.55	26.82	128	Precipitation	1894	1930
Utsjoki Karigasniemi	102022	9401		69.4	25.85	166	Precipitation	1958	2001
Utsjoki Karigasniemi	102025	9404		69.43	25.82	148	Precipitation	2001	2008
Utsjoki Kevo	102045	9614	5806	69.76	27.01	107	Weather	1999	2000
Utsjoki Kevo	102035	9603	2805	69.76	27.01	107	Weather;Air quality	1962	
Utsjoki Kevo Kevojärvi	126737	9618	2890	69.76	27.01	76	Weather	2010	
Utsjoki Leppälä	102040	9608		69.67	27.08	104	Precipitation	1969	2016
Utsjoki Nuorgam	102036	9604	2825	70.08	27.9	22	Weather	1929	
Utsjoki Outakoski	102023	9402		69.58	25.96	122	Precipitation	1909	2009
Uukuniemi Kumpu	105636			61.77	29.8		Precipitation	1932	1951
Uukuniemi Latvasyrjä	105954			61.77	30.4		Precipitation	1942	1943
Uurainen Höytiä	105669			62.38	25.32		Precipitation	1945	1966
Uurainen Kirkonkylä	105572			62.5	25.42		Precipitation	1923	1948
Uurainen Kotaperä	105828			62.42	25.2		Precipitation	1942	1944
Uusikaarlepyy	106262			63.53	22.52		Precipitation	1942	1943
Uusikaarlepyy Jepua Jungar	101501	3117		63.4	22.65	20	Precipitation	1957	2008
Uusikaarlepyy keskusta	101657	4105		63.53	22.53	5	Precipitation	1958	1993
Uusikaupunki	106103			60.8	21.4		Precipitation	1942	1945
Uusikaupunki Itätulli	101049	1006		60.8	21.42	5	Precipitation	1908	
Uusikaupunki Korsaari	101051	1008		60.85	21.24	5	Precipitation	1948	2008
Uusikaupunki Vekara	106631			60.87	21.05	0	Buoy	2017	
Uusikirkko Jukkola	105574			60.17	29.17		Precipitation	1931	1940
Uusikirkko Kirkkojärvi	106223			60.32	29.27		Precipitation	1942	1945
Vaajakoski Leppävesi	101365	2429	5676	62.25	25.95		Weather	1997	1999
Vaala Jaalanka	101807	5602		64.57	27.16	127	Precipitation	1926	1989
Vaala Jylhämä	101801	5503		64.57	26.78	121	Precipitation	1936	2001
Vaala Manamansalo	101736	4612		64.4	27.13	125	Precipitation	1976	2008
Vaala Manamansalo	101735	4611		64.4	27.16		Precipitation	1968	1974
Vaala Oterma	106086			64.68	27.05		Precipitation	1954	1964
Vaala Pelso	101800	5502	2714	64.5	26.42	114	Weather	1944	
Vaala Pelso Hallakoeasema	105446			64.5	26.45		Precipitation	1965	1966
Vaala Pelso Puutteenperä	134522	5508		64.51	26.46	115	Precipitation	2011	2014
Vaasa airport	101462	3001	2911	63.06	21.75	6	Weather	1946	
Vaasa centre Koulukatu	101482	3021	2711	63.1	21.61	15	Weather	2001	2011
Vaasa Hietalahti	101465	3004		63.08	21.65	9	Weather	1882	1979
Vaasa keskusta Vaasanpuistikko	103104			63.1	21.62	15	Air quality (urban)	2001	
Vaasa Klemettilä	101485	3024	2957	63.1	21.64	7	Weather	2010	
Vaasa Palosaari	101480	3019	2912	63.1	21.6	4	Weather	1989	2001
Vaasa Vaskiluoto	134223			63.08	21.57	0	Mareograph	1922	
Vaasa Vesitorni	103103			63.1	21.6	16	Air quality (urban)	2006	
Vaasan Sähkö	104260			63.1	21.6	5	Air quality (urban)	1992	2005
Vahviala pappila	105908			60.78	28.43		Precipitation	1925	1936
Valkeakoski Hiekkatekonurmi	103137			61.27	24.03	86	Air quality (urban)	1998	
Valkeakoski Myttäälä	101145	1317		61.32	24.05	93	Precipitation	1954	1986
